...1,FIPS,state,name,population,total_liabilities,revenue,lib_rev_ratio,percapita,state_abv,rank_lib_rev_ratio,rank_population,rank_total_liabilities,rank_revenue
1822,16021,Idaho,Boundary County,12056,5278640,15196740,34.735344554161,437.843397478434,ID,1494,1768,1579,1719
1823,53059,Washington,Skamania County,12036,0,961655,0,0,WA,2052.5,1769,2052.5,2237
1824,05081,Arkansas,Little River County,12026,429015,10615894,4.04125173065971,35.6739564277399,AR,1834,1770,1833,1935
1825,19037,Iowa,Chickasaw County,12012,9724863,19204381,50.6387735173552,809.595654345654,IA,1288,1771,1396,1566
1826,08099,Colorado,Prowers County,11999,5674387,26905897,21.0897521833225,472.904992082674,CO,1655,1772,1564,1327
1827,17061,Illinois,Greene County,11985,1384704,9165891,15.1071401569144,115.536420525657,IL,1720,1773,1766,2013
1828,51111,Virginia,Lunenburg County,11936,12313052,13717474,89.7618030841538,1031.5894772118,VA,827,1774,1322,1785
1829,19119,Iowa,Lyon County,11934,7655468,18613636,41.1282782149603,641.483827719122,IA,1419,1775,1462,1590
1830,16073,Idaho,Owyhee County,11913,4336968,9828779,44.1251960187527,364.053387056157,ID,1375,1776,1624,1983
1831,29115,Missouri,Linn County,11874,0,4951511,0,0,MO,2052.5,1777,2052.5,2175
1832,30017,Montana,Custer County,11867,12410563,11062025,112.190697453676,1045.8045841409,MT,576,1778,1319,1913
1833,51133,Virginia,Northumberland County,11839,36056790,29681102,121.480631008916,3045.59422248501,VA,504,1779,888,1248
1834,20115,Kansas,Marion County,11823,0,22621663,0,0,KS,2052.5,1780,2052.5,1457
1835,49023,Utah,Juab County,11786,9247787,13004526,71.1120651379374,784.641693534702,UT,1057,1781,1418,1816
1836,16085,Idaho,Valley County,11746,6213208,21157001,29.367148964071,528.963732334412,ID,1559,1782.5,1544,1502
1837,19165,Iowa,Shelby County,11746,3680857,13993293,26.3044374186977,313.371105057041,IA,1593,1782.5,1653,1775
1838,17123,Illinois,Marshall County,11742,2238616,8519149,26.2774603425765,190.650315108159,IL,1595,1784,1713,2044
1840,19035,Iowa,Cherokee County,11658,5850532,14067472,41.5890786916086,501.84697203637,IA,1411,1785,1554,1772
1841,48475,Texas,Ward County,11644,22041573,42900460,51.3784071312988,1892.95542768808,TX,1283,1786,1102,982
1842,29011,Missouri,Barton County,11637,0,5201872,0,0,MO,2052.5,1787,2052.5,2168
1843,26071,Michigan,Iron County,11631,6612269,10073481,65.6403580847574,568.503911959419,MI,1119,1788,1513,1970
1844,47087,Tennessee,Jackson County,11617,7601744,10598706,71.723321696063607,654.363777223035,TN,1051,1789,1466,1937
1845,38071,North Dakota,Ramsey County,11605,17086568,14798180,115.463982733012,1472.3453683757,ND,552,1790,1198,1742
1846,29067,Missouri,Douglas County,11578,0,5976061,0,0,MO,2052.5,1791,2052.5,2147
1847,35051,New Mexico,Sierra County,11576,20218190,14148896,142.89588389087,1746.56098825156,NM,333,1792,1139,1768
1848,08105,Colorado,Rio Grande County,11539,2157504,21821235,9.88717641325067,186.974954502123,CO,1778,1793,1720,1477
1849,51037,Virginia,Charlotte County,11529,27383745,21453667,127.641325839541,2375.20556856622,VA,450,1794,993,1492
1850,56003,Wyoming,Big Horn County,11521,7535590,13472697,55.9323051650312,654.07429910598,WY,1225,1795,1471,1797
1851,27033,Minnesota,Cottonwood County,11517,8435846,24724049,34.1200019462832,732.469045758444,MN,1500,1796,1442,1394
1852,28111,Mississippi,Perry County,11511,13104402,11472747,114.222008033473,1138.42428980975,MS,560,1797,1296,1895
1853,30027,Montana,Fergus County,11446,7327422,13465160,54.4176378149239,640.173160929582,MT,1243,1798,1480,1799
1854,47039,Tennessee,Decatur County,11435,9192046,19470925,47.2090873956938,803.85185832969,TN,1333,1799,1419,1556
1855,05041,Arkansas,Desha County,11395,537016,7435501,7.22232435985147,47.1273365511189,AR,1803,1800,1825,2089
1856,51081,Virginia,Greensville County,11391,68307071,32599764,209.532409498425,5996.58247739443,VA,97,1801,670,1178
1857,17185,Illinois,Wabash County,11361,25897,8095345,0.319899893086706,2.27946483584192,IL,1857,1802,1856,2064
1858,27121,Minnesota,Pope County,11308,16350560,22240973,73.5154887333391,1445.92854616201,MN,1025,1803,1207,1463
1860,21187,Kentucky,Owen County,11278,0,7712871,0,0,KY,2052.5,1804,2052.5,2077
1861,27165,Minnesota,Watonwan County,11253,11609102,28070506,41.3569388453489,1031.64507242513,MN,1416,1805,1335,1290
1862,13093,Georgia,Dooly County,11208,12951218,17521559,73.9158998351688,1155.53336902213,GA,1016,1806,1302,1628
1863,37043,North Carolina,Clay County,11089,17125368,27431064,62.4305641224854,1544.35638921454,NC,1154,1807,1195,1314
1864,02185,Alaska,North Slope Borough,11031,439708558,537070747,81.87162686781,39861.1692502946,AK,916,1808,201,140
1865,29063,Missouri,Dekalb County,11029,0,7808118,0,0,MO,2052.5,1809,2052.5,2074
1866,37187,North Carolina,Washington County,11003,24830224,27220054,91.2203333615723,2256.67763337272,NC,803,1810,1048,1321
1867,13043,Georgia,Candler County,10981,4080284,10938615,37.3016510773987,371.576723431381,GA,1452,1811,1631,1920
1868,13191,Georgia,Mcintosh County,10975,11732931,20339923,57.6842449206912,1069.05977220957,GA,1197,1812,1331,1521
1869,40149,Oklahoma,Washita County,10924,0,9364254,0,0,OK,2052.5,1813.5,2052.5,2005
1870,40103,Oklahoma,Noble County,10924,0,8622765,0,0,OK,2052.5,1813.5,2052.5,2040
1871,51103,Virginia,Lancaster County,10919,13434832,27700280,48.5007082960894,1230.40864548036,VA,1313,1815,1288,1304
1872,27075,Minnesota,Lake County,10905,22021794,41525692,53.0317327402997,2019.42173314993,MN,1261,1816,1103,1007
1873,37005,North Carolina,Alleghany County,10888,18959442,19400842,97.7248410146322,1741.31539309331,NC,725,1817,1157,1559
1874,53043,Washington,Lincoln County,10876,0,26267882,0,0,WA,2052.5,1818,2052.5,1346
1875,13099,Georgia,Early County,10854,5327341,11967552,44.5148765595504,490.818223696333,GA,1369,1819,1578,1868
1876,31013,Nebraska,Box Butte County,10842,0,11385479,0,0,NE,2052.5,1820,2052.5,1900
1877,19115,Iowa,Louisa County,10837,3972683,16368518,24.2702668622779,366.585125034604,IA,1621,1821,1636,1679
1878,26097,Michigan,Mackinac County,10834,7171610,10847965,66.1101874867775,661.954033597932,MI,1112,1822,1490,1925
1879,51183,Virginia,Sussex County,10829,17237809,25799898,66.8134773246003,1591.81909686952,VA,1104,1823,1190,1361
1880,40127,Oklahoma,Pushmataha County,10812,0,7231486,0,0,OK,2052.5,1824,2052.5,2099
1881,19081,Iowa,Hancock County,10795,4049703,16389762,24.7087358559569,375.146178786475,IA,1614,1825,1634,1677
1882,30085,Montana,Roosevelt County,10794,21782694,16407756,132.758519812216,2018.03724291273,MT,402,1826,1109,1676
1883,13109,Georgia,Evans County,10774,1638566,10171490,16.1093999010961,152.085205123445,GA,1705,1827,1752,1958
1884,31145,Nebraska,Red Willow County,10702,0,7875763,0,0,NE,2052.5,1828,2052.5,2072
1885,19189,Iowa,Winnebago County,10679,25141387,16908001,148.695206488337,2354.28289165652,IA,287,1829,1039,1652
1886,51119,Virginia,Middlesex County,10625,21269083,25880736,82.1811365797325,2001.79604705882,VA,913,1830,1115,1359
1887,19077,Iowa,Guthrie County,10623,23364826,18899145,123.62901073038,2199.45646239292,IA,486,1831,1076,1576
1888,51057,Virginia,Essex County,10599,24960944,24808448,100.614693833326,2355.02821020851,VA,684,1832,1045,1390
1889,31037,Nebraska,Colfax County,10582,0,9377940,0,0,NE,2052.5,1833,2052.5,2003
1890,29017,Missouri,Bollinger County,10567,0,7209922,0,0,MO,2052.5,1834,2052.5,2102
1891,19131,Iowa,Mitchell County,10565,35665109,17859726,199.695723215463,3375.77936583057,IA,119,1835,896,1617
1892,38099,North Dakota,Walsh County,10563,8921312,10919991,81.6970636697411,844.581274259207,ND,918,1836,1425,1922
1893,31041,Nebraska,Custer County,10545,0,14325574,0,0,NE,2052.5,1837.5,2052.5,1760
1894,05011,Arkansas,Bradley County,10545,433548,7861430,5.51487452028448,41.1140825035562,AR,1818,1837.5,1832,2073
1895,18025,Indiana,Crawford County,10526,0,28926751,0,0,IN,2052.5,1839,2052.5,1265
1896,37073,North Carolina,Gates County,10478,15201711,16143854,94.1640763104027,1450.82181714068,NC,767,1840,1240,1686
1897,30009,Montana,Carbon County,10473,5770051,15301868,37.7081477895379,550.945383366753,MT,1446,1841,1559,1716
1898,17035,Illinois,Cumberland County,10450,82188,5413905,1.51809091589158,7.86488038277512,IL,1847,1842,1853,2162
1899,01037,Alabama,Coosa County,10387,2696794,8630492,31.247279992844,259.631654953307,AL,1538,1843,1693,2038
1900,48159,Texas,Franklin County,10359,1582955,9792281,16.1653347161913,152.809634134569,TX,1704,1844,1755,1985
1901,37029,North Carolina,Camden County,10355,17692361,17940568,98.616504226622,1708.58145823274,NC,715,1845,1180,1613
1902,19137,Iowa,Montgomery County,10330,10828091,16527421,65.5159144309327,1048.2179090029,IA,1122,1846,1354,1674
1903,20131,Kansas,Nemaha County,10273,0,17621129,0,0,KS,2052.5,1847,2052.5,1623
1904,05017,Arkansas,Chicot County,10208,588463,9369472,6.28064206819765,57.647237460815,AR,1810,1848,1820,2004
1905,26001,Michigan,Alcona County,10167,6377666,9598490,66.4444719950742,627.290842923183,MI,1108,1849,1531,1996
1906,29089,Missouri,Howard County,10151,0,5678413,0,0,MO,2052.5,1850,2052.5,2158
1907,31089,Nebraska,Holt County,10127,0,18487352,0,0,NE,2052.5,1851,2052.5,1594
1908,20117,Kansas,Marshall County,10038,0,21042866,0,0,KS,2052.5,1852,2052.5,1506
1909,19107,Iowa,Keokuk County,10033,4570130,11852593,38.5580606707747,455.509817601914,IA,1439,1853,1609,1875
1910,29111,Missouri,Lewis County,10032,0,6208187,0,0,MO,2052.5,1854,2052.5,2137
1911,19069,Iowa,Franklin County,10019,19497924,20085871,97.0728329381384,1946.0948198423,IA,734,1855.5,1150,1532
1912,05105,Arkansas,Perry County,10019,822445,6250148,13.1588083994171,82.0885317895998,AR,1738,1855.5,1800,2135
1913,48357,Texas,Ochiltree County,10015,7652238,10074496,75.9565342028028,764.077683474788,TX,987,1857,1464,1969
1914,27063,Minnesota,Jackson County,9989,45887409,38167539,120.226271334916,4593.79407348083,MN,517,1858,802,1063
1915,08125,Colorado,Yuma County,9988,10395585,18675890,55.6631303782577,1040.80746896276,CO,1228,1859,1374,1587
1916,19025,Iowa,Calhoun County,9927,5755840,16871160,34.116444868047,579.816661629898,IA,1501,1860,1562,1656
1917,48399,Texas,Runnels County,9900,338972,7344006,4.61562803734093,34.239595959596,TX,1827,1861,1838,2093
1918,48403,Texas,Sabine County,9894,950355,7614984,12.4800656179974,96.0536688902365,TX,1750,1862,1792,2082
1919,13173,Georgia,Lanier County,9877,735658,7014213,10.4881046526531,74.4819277108434,GA,1772,1863,1809,2108
1920,13235,Georgia,Pulaski County,9855,4439463,8970086,49.4918666331627,450.478234398782,GA,1300,1864,1615,2020
1921,27151,Minnesota,Swift County,9838,21994055,27385721,80.3121268926971,2235.62258589144,MN,933,1865,1105,1315
1922,05127,Arkansas,Scott County,9836,1291728,7599036,16.9985771879486,131.32655551037,AR,1692,1866,1773,2084
1923,48131,Texas,Duval County,9831,2510498,11447684,21.9301825591971,255.365476553759,TX,1641,1867,1699,1897
1924,49015,Utah,Emery County,9825,7817475,35109186,22.2661812780279,795.671755725191,UT,1637,1868,1460,1118
1925,19161,Iowa,Sac County,9814,1875886,13914183,13.4818264212854,191.143876095374,IA,1736,1869,1737,1779
1926,38061,North Dakota,Mountrail County,9809,0,50926243,0,0,ND,2052.5,1870,2052.5,890
1927,38055,North Dakota,Mclean County,9771,9736917,15521144,62.7332431166156,996.51182069389,ND,1151,1871,1395,1705
1928,19039,Iowa,Clarke County,9748,8743474,11204457,78.0356781234468,896.950553959787,IA,959,1872,1433,1906
1929,48315,Texas,Marion County,9725,1980802,9043593,21.9028211464182,203.681439588689,TX,1642,1873,1729,2016
1930,27133,Minnesota,Rock County,9704,12761502,19064623,66.9381293299112,1315.0764633141,MN,1103,1874,1309,1573
1931,31179,Nebraska,Wayne County,9697,0,8849989,0,0,NE,2052.5,1875,2052.5,2027
1932,51049,Virginia,Cumberland County,9675,31172431,18624776,167.370769989395,3221.95669250646,VA,200,1876,947,1589
1933,27149,Minnesota,Stevens County,9671,19007194,19790845,96.0403358219419,1965.38041567573,MN,745,1877,1156,1546
1934,49019,Utah,Grand County,9669,16499173,36368690,45.3664209516482,1706.39911055952,UT,1362,1878,1206,1100
1935,22021,Louisiana,Caldwell Parish,9645,676898,8927661,7.58203072450892,70.1812337998963,LA,1801,1879,1814,2024
1936,19091,Iowa,Humboldt County,9597,6099347,12790627,47.6860673053792,635.547254350318,IA,1323,1880,1547,1830
1937,13317,Georgia,Wilkes County,9565,5173099,14731193,35.1166331199381,540.83627809723,GA,1487,1881,1586,1746
1938,04011,Arizona,Greenlee County,9563,23141258,21830944,106.002095007893,2419.87430722577,AZ,636,1882,1079,1475
1939,27173,Minnesota,Yellow Medicine County,9528,15623226,26660879,58.5998158575342,1639.71725440806,MN,1192,1883,1224,1336
1940,20013,Kansas,Brown County,9508,0,12981088,0,0,KS,2052.5,1884,2052.5,1819
1941,19089,Iowa,Howard County,9469,11045970,14753124,74.8720745518034,1166.5402893653,IA,1004,1885,1350,1744
1942,31033,Nebraska,Cheyenne County,9468,0,10652257,0,0,NE,2052.5,1886,2052.5,1933
1943,40077,Oklahoma,Latimer County,9444,0,8658826,0,0,OK,2052.5,1887,2052.5,2037
1944,31081,Nebraska,Hamilton County,9429,0,10113427,0,0,NE,2052.5,1888,2052.5,1964
1945,20159,Kansas,Rice County,9427,0,15092528,0,0,KS,2052.5,1889,2052.5,1726
1946,27117,Minnesota,Pipestone County,9424,46614519,53428554,87.2464543959022,4946.36237266554,MN,852,1890,794,862
1947,01675,Montana,Anaconda-Deer Lodge County,9421,24001648,23409171,102.530961049411,2547.67519371617,MT,665,1891,1061,1436
1948,08019,Colorado,Clear Creek County,9397,8950782,32153380,27.8377638680599,952.51484516335,CO,1576,1892,1423,1192
1949,19063,Iowa,Emmet County,9388,3220344,9949681,32.3663040051234,343.027694929697,IA,1523,1893,1668,1977
1950,30001,Montana,Beaverhead County,9371,6660869,11158272,59.6944491046642,710.795966278946,MT,1174,1894,1511,1909
1951,17079,Illinois,Jasper County,9287,0,13386238,0,0,IL,2052.5,1895,2052.5,1804
1952,55041,Wisconsin,Forest County,9179,12843664,15004282,85.5999907226484,1399.24436213095,WI,878,1896,1305,1732
1953,37103,North Carolina,Jones County,9172,27834552,20153669,138.111586530472,3034.73092019189,NC,367,1897,988,1528
1954,20151,Kansas,Pratt County,9157,0,19924279,0,0,KS,2052.5,1898,2052.5,1541
1955,26119,Michigan,Montmorency County,9153,8594833,6690127,128.470401234536,939.018136130231,MI,437,1899,1439,2118
1956,19051,Iowa,Davis County,9110,7365131,12977932,56.7511911759131,808.466630076839,IA,1212,1900,1478,1820
1957,32033,Nevada,White Pine County,9080,24577826,33969521,72.3525833643636,2706.809030837,NV,1040,1901,1053,1147
1958,27089,Minnesota,Marshall County,9040,10772129,22845508,47.1520659553729,1191.60719026549,MN,1334,1902,1355,1452
1959,20029,Kansas,Cloud County,9032,0,16165972,0,0,KS,2052.5,1903,2052.5,1685
1960,31039,Nebraska,Cuming County,9013,0,10118520,0,0,NE,2052.5,1904,2052.5,1963
1961,13287,Georgia,Turner County,9006,9600821,11910970,80.6048625762637,1066.04719076171,GA,931,1905,1402,1871
1962,19147,Iowa,Palo Alto County,8996,19660716,19298190,101.878549231819,2185.49533125834,IA,669,1906,1146,1561
1963,48335,Texas,Mitchell County,8990,5505576,7512780,73.2828060984083,612.411123470523,TX,1031,1907,1572,2086
1964,31137,Nebraska,Phelps County,8968,0,9312841,0,0,NE,2052.5,1908,2052.5,2007
1965,30095,Montana,Stillwater County,8963,14530229,18736991,77.5483587519469,1621.134553163,MT,965,1909,1262,1583
1966,51159,Virginia,Richmond County,8923,20904187,17102572,122.228323318855,2342.73080802421,VA,496,1910,1121,1642
1967,13319,Georgia,Wilkinson County,8877,2015318,9298887,21.6726797518886,227.026923510195,GA,1648,1911,1726,2008
1968,26003,Michigan,Alger County,8842,9355101,7323414,127.742348036039,1058.02997059489,MI,449,1912,1413,2094
1969,19073,Iowa,Greene County,8771,8829675,15607687,56.5726042558388,1006.68965910386,IA,1214,1913,1430,1700
1970,19133,Iowa,Monona County,8751,5022976,18567755,27.052144968522,573.988801279854,IA,1585,1914,1591,1593
1971,35037,New Mexico,Quay County,8746,8030786,13467216,59.632116986911,918.223873770867,NM,1177,1915,1453,1798
1972,16035,Idaho,Clearwater County,8734,3703093,10708629,34.5804584321672,423.985917105564,ID,1497,1916,1651,1929
1973,56035,Wyoming,Sublette County,8728,15828228,52712123,30.027680729156,1813.5,WY,1551,1917,1222,868
1974,06049,California,Modoc County,8700,35881600,40080651,89.5234960130762,4124.32183908046,CA,829,1918,889,1031
1975,19117,Iowa,Lucas County,8634,2232508,9018052,24.7559894309769,258.571693305536,IA,1613,1919,1714,2018
1976,20205,Kansas,Wilson County,8624,0,11546272,0,0,KS,2052.5,1920,2052.5,1891
1977,30057,Montana,Madison County,8623,16963102,31635775,53.619998245657,1967.19262437667,MT,1249,1921,1202,1203
1978,48127,Texas,Dimmit County,8615,6675599,32405041,20.6004954599502,774.880905397562,TX,1659,1922,1510,1184
1979,13209,Georgia,Montgomery County,8610,896971,6719302,13.3491693035973,104.177816492451,GA,1737,1923,1794,2115
1980,05077,Arkansas,Lee County,8600,543369,4939975,10.9994281347578,63.1824418604651,AR,1767,1924,1824,2176
1981,48009,Texas,Archer County,8560,4333759,7251019,59.7675857696691,506.280257009346,TX,1173,1925,1625,2097
1982,29153,Missouri,Ozark County,8553,0,10693623,0,0,MO,2052.5,1926,2052.5,1930
1983,51115,Virginia,Mathews County,8533,4418565,20293089,21.7737427751881,517.82081331302,VA,1645,1927,1617,1524
1984,27029,Minnesota,Clearwater County,8524,6366077,23629889,26.9407824979626,746.841506335054,MN,1588,1928,1533,1430
1985,40075,Oklahoma,Kiowa County,8509,0,6361289,0,0,OK,2052.5,1929,2052.5,2129
1986,29033,Missouri,Carroll County,8495,0,6919909,0,0,MO,2052.5,1930,2052.5,2109
1987,05097,Arkansas,Montgomery County,8484,633746,10109694,6.26869616429538,74.6989627534182,AR,1811,1931,1818,1965
1988,56019,Wyoming,Johnson County,8447,5333998,11835409,45.0681341050402,631.46655617379,WY,1366,1932,1577,1876
1989,29125,Missouri,Maries County,8432,0,5273804,0,0,MO,2052.5,1933,2052.5,2167
1990,31107,Nebraska,Knox County,8391,0,8969514,0,0,NE,2052.5,1934,2052.5,2021
1991,31027,Nebraska,Cedar County,8380,0,12581297,0,0,NE,2052.5,1935,2052.5,1844
1992,31023,Nebraska,Butler County,8369,0,10686579,0,0,NE,2052.5,1936,2052.5,1931
1993,47135,Tennessee,Perry County,8366,503262,11072671,4.54508221187101,60.1556299306718,TN,1829,1937,1830,1912
1994,20031,Kansas,Coffey County,8360,0,43220104,0,0,KS,2052.5,1938,2052.5,974
1995,38057,North Dakota,Mercer County,8350,20622243,11058877,186.47682762002,2469.7297005988,ND,148,1939,1127,1914
1996,31101,Nebraska,Keith County,8335,0,8780149,0,0,NE,2052.5,1940,2052.5,2032
1997,30087,Montana,Rosebud County,8329,13740948,14097898,97.4680622600617,1649.77164125345,MT,729,1941,1285,1771
1998,13003,Georgia,Atkinson County,8286,5820552,8609700,67.6045855256281,702.456191165822,GA,1095,1942,1556,2041
1999,47083,Tennessee,Houston County,8283,14868726,10122074,146.894065386204,1795.08946034046,TN,304,1943,1252,1962
2000,05117,Arkansas,Prairie County,8282,242011,6290742,3.84709784632719,29.2213233518474,AR,1835,1944,1846,2132
2001,29085,Missouri,Hickory County,8279,0,4804468,0,0,MO,2052.5,1945,2052.5,2182
2002,12067,Florida,Lafayette County,8226,10170622,19233018,52.8810507014552,1236.39946511062,FL,1263,1946,1378,1563
2003,26135,Michigan,Oscoda County,8219,4385132,9331492,46.9928281565263,533.535953278988,MI,1340,1947,1620,2006
2004,31045,Nebraska,Dawes County,8199,0,7631940,0,0,NE,2052.5,1948,2052.5,2081
2005,27101,Minnesota,Murray County,8179,22263738,22054068,100.95070895764,2722.06113216775,MN,679,1949,1099,1467
2006,41037,Oregon,Lake County,8160,9718683,16889480,57.5428195539472,1191.01507352941,OR,1202,1950,1397,1654
2007,26013,Michigan,Baraga County,8158,5221429,4999340,104.442366392364,640.03787693062,MI,648,1951,1581,2174
2008,29081,Missouri,Harrison County,8157,0,5927560,0,0,MO,2052.5,1952,2052.5,2151
2009,20027,Kansas,Clay County,8117,17103968,13630415,125.483838899989,2107.1785142294,KS,471,1953,1196,1788
2010,08113,Colorado,San Miguel County,8072,6770321,28730242,23.5651373907675,838.741451932607,CO,1627,1954,1505,1271
2011,26153,Michigan,Schoolcraft County,8047,7553214,6051426,124.817092698481,938.637256120293,MI,475,1955,1470,2140
2012,37075,North Carolina,Graham County,8030,7041608,16937834,41.5732495666211,876.912577833126,NC,1412,1956,1499,1651
2013,13289,Georgia,Twiggs County,8022,2147314,12168091,17.64709024612,267.678135128397,GA,1684,1957,1721,1861
2014,38097,North Dakota,Traill County,7997,9745119,12291053,79.2862824690447,1218.59684881831,ND,947,1958,1393,1854
2015,17065,Illinois,Hamilton County,7993,3817163,7795054,48.9690385724076,477.563242837483,IL,1308,1959,1642,2075
2016,12077,Florida,Liberty County,7974,34831511,21462831,162.287589181502,4368.13531477301,FL,226,1960,905.5,1488
2017,20193,Kansas,Thomas County,7930,0,17631896,0,0,KS,2052.5,1961,2052.5,1622
2018,31147,Nebraska,Richardson County,7871,0,8622855,0,0,NE,2052.5,1962,2052.5,2039
2019,54075,West Virginia,Pocahontas County,7869,1713800,7229503,23.7056406228755,217.791333079171,WV,1626,1963,1746,2101
2020,20003,Kansas,Anderson County,7836,0,18334471,0,0,KS,2052.5,1964,2052.5,1599
2021,02188,Alaska,Northwest Arctic Borough,7793,37772912,42226967,89.4521077016969,4847.03092518927,AK,830,1965,872,999
2022,48495,Texas,Winkler County,7791,1138094,26370836,4.31572969472792,146.078038762675,TX,1831,1966,1783,1343
2023,40093,Oklahoma,Major County,7782,0,9901298,0,0,OK,2052.5,1967,2052.5,1980
2024,13181,Georgia,Lincoln County,7690,6611092,12724531,51.9554866108621,859.699869960988,GA,1274,1968,1514,1839
2025,56043,Wyoming,Washakie County,7685,3020200,9043850,33.3950695776688,392.999349381913,WY,1511,1969,1677,2015
2026,31121,Nebraska,Merrick County,7668,0,8199702,0,0,NE,2052.5,1970,2052.5,2058
2027,49025,Utah,Kane County,7667,15069463,22860873,65.9181431960188,1965.49667405765,UT,1116,1971,1245,1451
2028,19053,Iowa,Decatur County,7645,5112626,10411449,49.1058065020537,668.754218443427,IA,1304,1972,1589,1948
2029,48307,Texas,Mcculloch County,7630,12574179,8712935,144.31622639214,1647.99200524246,TX,319,1973,1312,2034
2030,16015,Idaho,Boise County,7610,3066615,11822146,25.9395798360129,402.971747700394,ID,1601,1974,1673,1879
2031,47027,Tennessee,Clay County,7581,4464848,8340281,53.5335440136849,588.952380952381,TN,1251,1975,1614,2052
2032,19135,Iowa,Monroe County,7577,8842618,10163762,87.001427227438,1167.03418239409,IA,856,1976,1429,1960
2033,05025,Arkansas,Cleveland County,7550,204546,6580379,3.10842278233518,27.0921854304636,AR,1839,1977,1847,2123
2034,20043,Kansas,Doniphan County,7510,0,11300082,0,0,KS,2052.5,1978,2052.5,1903
2035,19001,Iowa,Adair County,7496,22540825,15612848,144.373563362687,3007.04709178228,IA,318,1979,1089,1699
2036,41025,Oregon,Harney County,7495,0,14810940,0,0,OR,2052.5,1980,2052.5,1741
2037,13309,Georgia,Wheeler County,7471,750357,6005776,12.4939225172567,100.435952349083,GA,1748,1981,1806,2145
2038,20095,Kansas,Kingman County,7470,0,15127231,0,0,KS,2052.5,1982,2052.5,1722
2039,08021,Colorado,Conejos County,7461,1099918,13507094,8.1432616075671,147.422329446455,CO,1795,1983,1785,1795
2040,19195,Iowa,Worth County,7443,14238174,18090024,78.7073250980762,1912.96170898831,IA,955,1984,1272,1611
2041,08065,Colorado,Lake County,7436,5810472,23104180,25.1490076687422,781.397525551372,CO,1608,1985,1558,1444
2042,46067,South Dakota,Hutchinson County,7427,0,7725237,0,0,SD,2052.5,1986,2052.5,2076
2043,41063,Oregon,Wallowa County,7391,529614,18688979,2.8338305693425,71.6566093897984,OR,1842,1987,1826,1586
2044,48069,Texas,Castro County,7371,6296560,5971270,105.447584852134,854.234160900828,TX,637,1988,1539,2149
2045,20067,Kansas,Grant County,7352,0,13434142,0,0,KS,2052.5,1989,2052.5,1803
2046,51157,Virginia,Rappahannock County,7348,9519132,22087488,43.0973952311825,1295.4725095264,VA,1391,1990,1407,1466
2047,31139,Nebraska,Pierce County,7317,0,9252784,0,0,NE,2052.5,1991,2052.5,2010
2048,31095,Nebraska,Jefferson County,7240,0,11918077,0,0,NE,2052.5,1992,2052.5,1870
2049,41023,Oregon,Grant County,7233,0,14928477,0,0,OR,2052.5,1993,2052.5,1737
2050,19177,Iowa,Van Buren County,7203,2350307,9201234,25.5433890715093,326.29557128974,IA,1605,1994,1704,2012
2051,56011,Wyoming,Crook County,7181,3690952,12840875,28.743773302053,513.98858097758,WY,1564,1995,1652,1827
2052,53019,Washington,Ferry County,7178,3102374,16064451,19.3120449618851,432.205906937866,WA,1669,1996,1672,1689
2053,08063,Colorado,Kit Carson County,7087,1220057,17293183,7.05513264966895,172.154226047693,CO,1804,1997.5,1778,1633
2054,18161,Indiana,Union County,7087,0,21257630,0,0,IN,2052.5,1997.5,2052.5,1500
2055,19151,Iowa,Pocahontas County,7078,10597452,15541013,68.1902267246028,1497.23820288217,IA,1089,1999,1366,1704
2056,31127,Nebraska,Nemaha County,7074,0,7650884,0,0,NE,2052.5,2000,2052.5,2080
2057,49001,Utah,Beaver County,7072,5030707,18826778,26.7210193905723,711.355627828054,UT,1590,2001,1590,1578
2058,29203,Missouri,Shannon County,7031,0,4765036,0,0,MO,2052.5,2002,2052.5,2183
2059,47095,Tennessee,Lake County,7005,10868299,7271662,149.461003550495,1551.50592433976,TN,283,2003.5,1353,2096
2060,19093,Iowa,Ida County,7005,20352944,8378629,242.914968546763,2905.4880799429,IA,52,2003.5,1134,2050
2061,46009,South Dakota,Bon Homme County,7003,0,6721225,0,0,SD,2052.5,2005,2052.5,2114
2062,48437,Texas,Swisher County,6971,4949687,5082729,97.3824691420692,710.039736049347,TX,730,2006,1594,2170
2063,40141,Oklahoma,Tillman County,6968,0,6458848,0,0,OK,2052.5,2007,2052.5,2125
2064,30077,Montana,Powell County,6946,3770792,8859968,42.5598828347913,542.872444572416,MT,1397,2008,1647,2026
2065,48017,Texas,Bailey County,6904,2673338,6691817,39.9493590455328,387.215816917729,TX,1428,2009,1694,2117
2066,17169,Illinois,Schuyler County,6902,1545482,4876443,31.6928137989104,223.917994784121,IL,1534,2010,1758,2178
2067,20197,Kansas,Wabaunsee County,6877,0,11106659,0,0,KS,2052.5,2011,2052.5,1910
2068,38067,North Dakota,Pembina County,6844,7142459,9414320,75.8680287052065,1043.60885447107,ND,988,2012,1492,2001
2069,56045,Wyoming,Weston County,6838,2900998,8238262,35.213713766326,424.246563322609,WY,1485,2013,1684,2056
2070,08055,Colorado,Huerfano County,6820,10517554,17916639,58.7027176246616,1542.1633431085,CO,1189,2014,1367,1614
2071,31173,Nebraska,Thurston County,6773,0,7020075,0,0,NE,2052.5,2015.5,2052.5,2107
2072,51036,Virginia,Charles City County,6773,8405772,19191487,43.799482551821,1241.07072198435,VA,1378,2015.5,1443,1567
